,Title,ParentGame,ReleaseDate,Team,Rating,xListed,xReviewed,Platforms,Genres,Summary,Reviews,Plays,Playing,Backlogs,Wishlist
256,The Legend of Zelda: Tears of the Kingdom,,"May 12, 2023",['Nintendo'],4.3,846,137,['Nintendo Switch'],"['Adventure', 'RPG']",The Legend of Zelda: Tears of the Kingdom is the sequel to The Legend of Zelda: Breath of the Wild. The setting for Link’s adventure has been expanded to include the skies above the vast lands of Hyrule.,"[""It's been 6 years and they still couldn't figure out how to fix the fact that Link and can pause in the middle of a fight, consume 6,000 apples, and continue like nothing happened."", 'Tho I cant justify a 4.5 stars, in my mind I rate this higher than BOTW: its everything BOTW is, and then some more.', 'The Legend of Zelda Tears of the kingdom sem dúvidas é um dos jogos mais divertidos que joguei nos últimos tempos, melhora diversos aspectos do seu antecessor e adiciona novos recursos super interessantes, mas por outro lado ainda comete deslizes em alguns aspectos que poderiam ser diferentes do que foi apresentado, vou relatar um pouco da minha experiência com jogo, que no geral foi muito mais positiva do que negativa, porém nem tudo é perfeito.', 'No score yet but this is the first modern Nintendo game to actually make me feel an emotion other than overwheming dread or ""Yeah it\'s pretty good I guess"". This makes me feel\n                     \n                      euphoric.', ""it's good, but not 70 dollars good. but they're gonna get away with it because it's good"", 'Masterpiece.\n                     \n                     I loved BOTW, but this hit me on an entirely different level.\n                     \n                     It is very similar to BOTW, as in 80% of the systems and logic of that game is transferred here.\n                     \n                     But overall, the narrative is much richer, the shrines are definitely more fun (cept for labyrinth ones, I hate those everywhere), and the new gameplay mechanics are super fun.\n                     \n                     It is really like gmod+besiege and I love both of those, so the whole mix was an explosion of fun for me.\n                     \n                     The final boss was so much better than BOTW imo, and the way the story closed left me very satisfied.\n                     \n                     Another thing I want to mention is the polish of the game. I don’t remember a single game in the last 10 years that was this polished. EVERYTHING WORKS. I know it might sound stupid, but in the modern gaming landscape it is a thing to be praised. I encountered pretty much 0 bugs from start to finish, except for some performance issues, but we all know the drill, old mobile chip from 2016.\n                     \n                     Anyway, what a great journey, can’t wait for the inevitable DLC to add master mode to this lol.']",618,1900,2300,5300
257,Super Mario Bros.,,"Sep 13, 1985","['Nintendo', 'Nintendo R&D4']",3.5,1700,941,"['Wii U', 'Arcade', 'Wii', 'Family Computer Disk System', 'Nintendo 3DS', 'NES', 'Family Computer (FAMICOM)']","['Adventure', 'Platform']","A side scrolling 2D platformer and first entry in the Super Mario franchise, Super Mario Bros. follows Italian plumber Mario as he treks across many levels of platforming challenges featuring hostile enemies to rescue Princess Peach from the evil king Bowser.","['How we got to where we are today :)', 'Thank you, Nintendo!', 'aged like diamond', 'what a CLASSIC', ""I'm not really a Mario fan at all, I don't like his design much, nor do I enjoy platformers that much either. However, I do love the charm of the Mario world, the creatures in it, the world designs etc. Peach, Daisy, Birdo, Yoshis, Toads, Goombas, Boos, almost all the Mario series enemies are really well designed, weird and quirky. Which is a very fun and exciting thing to explore and interact with."", ""It is still worth playing.\n                     \n                     Bros 3 has tighter controls and better overall feel. World triumphs with it's exploration, but it is really cool to go back in time and see how this amazing franchise came to be.\n                     \n                     It still plays great, has good levels and is just fun.""]",19000,67,786,246
258,The Last of Us Remastered,,"Jul 26, 2014","['Naughty Dog', 'Sony Computer Entertainment']",4.3,1200,775,['PlayStation 4'],"['Adventure', 'Shooter']","The Last of Us Remastered is an updated release of the PS3 game The Last of Us. It is identical to the PS3 version but runs at a 1080p resolution and incorporates character models with a higher resolution. There are also improved shadows and lighting, upgraded textures, 60 frames per second and other types of improvements. In addition to the base game, two map packs and the expansion The Last of Us: Left Behind are included.","['Obligé', 'I really enjoyed this game. I played it alongside watching the show, so was sometimes ahead and sometimes behind in the story. Either way the story is great and well acted - I was quite emotional at points.', 'I reached a point where Joel pointed out how close they were to finally reaching the hospital, and suddenly realised I was in no way ready to part with these characters. A sign of a great work.', 'This game is poetry.', 'Walmart walking dead season 1', 'Found it a bit boring.']",13000,270,1900,734
259,Devil May Cry 3: Dante's Awakening,,"Feb 17, 2005","['Capcom', 'Capcom Production Studio 1']",4.2,1000,281,['PlayStation 2'],"['Adventure', 'Brawler', 'Shooter']","Devil May Cry 3: Dante's Awakening is a prequel to the first Devil May Cry. The game plays very differently from its predecessors, as it puts much more emphasis on style rather than simple demon slaying. As such, combat is much more intense and faster than before. An all-new Style system that allows you to select your fighting style has also been incorporated.","['This is probably top 5 hardest games I\'ve ever beaten in my entire life. Huge trial and error that doesn\'t let up in it\'s difficulty. It hands you all of these weapons and ways to ruin enemies and it KNOWS you can, so it tries everything and anything to beat you down. The combat is so fluid and responsive, stringing together combos and strings from one enemy to the next and the music is extremely good. There were moments where I felt like things didn\'t belong, specifically the a handful of enemies. Those red phoenix looking bird enemies, those angel monsters with scythes that phase through walls are terrible to deal with, and worst of all these light blue tentacle monsters with purple fumes radiating from them. All enemies I feel like shouldn\'t just be in this game at all cause they suck to deal with a lot, they all go against the core combat taught in this game and whenever I saw any of these enemies I let out a giant groan. But man, I thought MGS4 had one of the best final bosses in video gaming, this game is like on the same level of spectacle and perfection with IT\'S final boss. Probably the most brutal boss I\'ve ever fought in my life, genuinely. But my god It felt like an honest to god duel with another ""human"". I didn\'t think I would end up liking this game because I hardly ever play action games other than Bayonetta (and even then I didn\'t beat that one), and Metal Gear Rising. My third DMC game in and I\'m excited to what\'s next, hopefully no DMC2 shit. All I\'m hoping is that the game is a little less difficult cause fucking god this game took me 20 hours to beat. Near perfect, might grow on me more. +0.5 because Dante and Virgil\'s Devil Trigger designs were designed by Kazuma Kaneko, the illustrator for every Megaten game up until Persona 3 (I think). And finally, everyone who likes this game needs a serious evaluation on their mental health because the Stockholm Syndrome is very prevalent in you guys.. and me.', 'Jvais lfaire', 'Last fight with Virgil is too painful to beat. Nearly Impossible for me, so I dropped the game.', ""One of the hardest games ive ever played and it's peak (NOT STOCKHOLM SYNDROME) This is the best hack and slash game ever made hands down… The combat in this game feels amazing and so fluid, every death felt like I learned something new about the enemy and it was so rewarding to see my efforts realized in real time. The game also serves as an amazing prequel to the entire series. The lack of hand holding may turn the average player off… But for me this is a sweet spot and is the shining example of what a difficult video game should be. Highly recommend."", 'where boy became men boyz 2 men boy meets world beau is afraid', ""spite is such a powerful tool, Hideaki Itsuno directed arguably the best action game ever made purely because he didn't wanna go down in history as the DMC2 guy""]",6400,116,1700,698
260,Norco,,"Mar 24, 2022","['Geography of Robots', 'Raw Fury']",3.9,418,156,"['Windows PC', 'Mac', 'PlayStation 4', 'Xbox One', 'PlayStation 5', 'Xbox Series']","['Adventure', 'Indie', 'Point-and-Click', 'Puzzle']","Norco is a Southern Gothic point & click narrative adventure that immerses the player in the sinking suburbs and verdant industrial swamps of a distorted South Louisiana. Your brother Blake has gone missing in the aftermath of your mother's death. In the hopes of finding him, you must follow a fugitive security android through the refineries, strip malls, and drainage ditches of suburban New Orleans.","[""Amazingly well crafted story which has brought me back to point and click adventure games with more interest than before. I'd compare it in structure and feel to something like Kentucky route zero especially towards the climax of the narrative. Just a great sci-fi experience worth playing."", 'This is serious now, this is', 'most uneventful day in new orleans', 'A beautifully told, frequently funny, often overwrought, always thought-provoking, incomplete yet unforgettable little story.', 'Norco is a peculiar game, with a good art direction expressed through not very detailed pixel art.', ""one of the most beautiful fever dreams you'll ever experience""]",903,86,707,602
261,No More Heroes III,,"Aug 27, 2021",['Grasshopper Manufacture'],3.9,638,326,"['Windows PC', 'PlayStation 4', 'Xbox One', 'PlayStation 5', 'Nintendo Switch', 'Xbox Series']",['Brawler'],"The latest numbered entry in the No More Heroes series.
             

              Fight your way to the top of the Galactic Superhero Rankings!
              
              The legendary assassin Travis Touchdown makes his glorious return to the Madness in the No More Heroes 3 game, exclusively on the Nintendo Switch system!","[""So rushed... Could have been so much more with more time and a budget... It's no more heroes though... I guess"", ""Fuck this game, it sucks. The first trailer was a lie, the game looks like garbage and the pop in is disgusting, it was optimised like crap. The gameplay is deeper but it still feels less impactful than the first game. The entry fees are back, the story sucks and its filled with bugs. I despise no more heroes 3, it is one of the worst open world games I've ever played. I don't care about the people that say that it's made with Suda51's style, mediocrity is not a style, laziness is not a style, this game is below what's acceptable and I hate it... i like the talking cat tho."", 'great game but i do kinda wish they added more bosses not just got back to nmh1 10 bosses intend of nmh2 15 bosses but still its a great game', ""first time i've been hyped for chores"", 'esse jogo tem o melhor travis touchdown da franquia\n                     \n                     apesar de seus defeitos como um mundo aberto vazio, eu não consigo não gostar do mundo aberto e não consigo achar esse jogo genial e divertido\n                     \n                     é o jogo mais divertido e mais bem feito da franquia além de ser o mais insano e engraçado\n                     \n                     e o FU é um dos meus vilões favoritos do jogo, de não for o favorito', 'Terminé NMH 3 en 1 día y con eso ya se pueden hacer una idea de lo tanto que ame este juego...']",1700,107,1500,1400
262,Mario Kart 64,,"Dec 14, 1996",['Nintendo'],3.5,795,328,"['Wii U', 'Wii', 'Nintendo 64']",['Racing'],"Mario Kart 64 is the second main installment of the Mario Kart series. It is the first game in the series to use three-dimensional graphics, however, the characters and items in this game are still two-dimensional, pre-rendered sprites. The game offers two camera angles and three engine sizes: 50cc, 100cc and 150cc. Each kart has distinctive handling, acceleration and top speed capabilities. Shells that you fire at rival racers, Bananas that make them skid out and Lightning Bolts that make them small and very slow are just a few of the game's unique power-ups.","['diddy kong racing clears this hunk of shit. pretty alright tho', 'Still a ton of fun to play and always a hit at parties', 'Lots of great childhood memories with this one. Huge improvement on the SNES version. Still janky controls though haha.', 'A classic', 'Not sure why people prefer this when compared to the original. The controls are the worst out of the whole series. With even more bullshit falling off ledges and spinning out than the SNES original.', 'No Waluigi but still pretty fun.']",10000,21,420,214
263,Kirby and the Forgotten Land,,"Mar 25, 2022","['Nintendo', 'HAL Laboratory']",4.1,1800,980,['Nintendo Switch'],"['Adventure', 'Platform']","Join Kirby in an unforgettable journey through a mysterious world in a delightful 3D platforming adventure. Take control of the powerful pink puffball, Kirby, and move around freely in 3D stages as you discover a mysterious world with abandoned structures from a past civilization - like a shopping mall?! Copy enemies’ abilities like Sword and Ice and use them to attack and explore your surroundings! What journey awaits Kirby? Take a deep breath and get ready for an unforgettable adventure!","['It gaslights you into think the rest of the series is as competent and excellent as this one.', 'We all have a game where we just...disconnect our brain, just to get transported into a confortable and charming universe, carried by a easy, and yet endearing gameplay and a cosy experience', 'i wish it was longer bro, the game deserved dlc at least', 'Why is this games combat so good?', ""This has got to be one of the most solid, high quality 3D platformers ever created. And it's HAL's first one?!"", 'Inhaling an 18 wheeler and piloting it up crumbling metropolitan edifices so I can crash it into a biogenetically engineered god at the center of a black hole is the most fun I’ve ever had on a Tuesday morning.']",6500,984,2700,3300
264,Half-Life 2: Episode One,,"Jun 01, 2006","['Valve', 'CyberFront']",3.7,499,243,"['Windows PC', 'Mac', 'Xbox 360', 'Linux', 'PlayStation 3']",['Shooter'],Episode One is the first in a series of games that reveal the aftermath of Half-Life 2 and launch a journey beyond City 17.,"['One of the best!', ""It's fine."", 'Its ok', 'No puede ser malo si es un half life, pero efectivamente es el mas malo de los hl', 'Gostei, boa continuação.', ""HL is losing steam at this point but it's at least still trying to hang on, with the squad feature which is, idk, there, and the one free bullet achievement is actually quite fun to do, even on first tries - really shows how well the physics work.""]",7600,47,1700,288
265,Sonic Frontiers,,"Nov 08, 2022","['Sega', 'Sonic Team']",3.6,1100,873,"['Windows PC', 'PlayStation 4', 'Xbox One', 'PlayStation 5', 'Nintendo Switch', 'Xbox Series']","['Adventure', 'Platform']","Worlds will collide in Sonic the Hedgehog’s newest adventure.
             

              An experience like never before, accelerate to new heights and experience the thrill of high velocity open-zone freedom. Battle powerful enemies as you speed through the Starfall Islands - landscapes brimming with dense forests, overflowing waterfalls, sizzling deserts and more!","[""I've been trying SO hard to resist... The unfinished game will be finished by the end of the year... I have to wait to review it... BUT I CAN'T RESIST YELLING ABOUT HOW THE BOSS FIGHTS IN THIS GAME ARE PEEEEEAAAAAKKKKK!!!!!!!!!!!!!!!!!!!!!!!!!!!"", 'DO NOT HELP BIG THE CAT, HE MAKES YOU OVERPOWERED!!!', ""I liked it at first because I get to move in a direction besides forward, it actually lasted longer than 3 hours, it looks like it would be pure Sonic gameplay from start to finish with no strings attached, it's essentially exactly what I was saying they needed to do after Forces right down to a tea. But the amount of issues I had with this game just kept piling up and piling up until it eventually became a death by a million cuts situation. Unlike Sonic '06 where it's just blatantly a broken piece of shit or Sonic Forces which is total laziness and next to nothing going for it."", 'Excerpts of various tweets as I played the game:', ""The controls are shit, the plot was disappointing and normally i wouldn't care about the plot of a sonic game but i had some expectation considering this was written by the dude that wrote the decent IDW comics"", 'A fun open-world Sonic game! Who could have guessed? Fun movement and creative ideas, but you can see where some corners were cut.']",3300,525,1500,1900
266,Mario Kart 8,,"May 29, 2014","['Nintendo', 'Nintendo EAD Group No. 1']",3.9,708,256,['Wii U'],"['Arcade', 'Racing']","Turn your racing experience upside down! Nintendo’s Mario Kart franchise comes to the Wii U console in full HD, introducing new racing circuit designs and anti-gravity karts that will have players driving upside down. And for the first time, all of Bowser’s seven Koopalings are playable characters-- get a taste of being bad on the race track by playing as Iggy, Larry, Lemmy, Ludwig, Morton, Roy and Wendy. Players will also enjoy a variety of series-favorite features, including the return of 12-player online competitive play, hang-gliders, underwater racing and motorbikes.","[""It's like Mario Kart 8 Deluxe but worse"", 'I liked having a new and fresh mario kart game for my wiiu. but it didnt have any exicting new features. Instead it had a terribe battle mode.', 'Pretty good Mario Kart game, soild presentation, graphic, ost, da works.', 'wall riding escapades', 'Gameplay - 10\n                     \n                     Trilha Sonora - 9\n                     \n                     Gráficos - 10\n                     \n                     História/Campanha - 8', 'O melhor Mario Kart da franquia, na minha opinião. Só ficou meio básico depois do lançamento do Deluxe.']",10000,47,248,136
267,Final Fantasy XIV Online,,"Aug 27, 2013",['Square Enix'],3.7,712,489,"['Windows PC', 'PlayStation 4', 'PlayStation 3', 'PlayStation 5']","['Adventure', 'RPG', 'Strategy']","Take part in an epic and ever-changing Final Fantasy as you adventure and explore with friends from around the world. Final Fantasy XIV Online is the 2013 relaunch of the massively multiplayer online role-playing game that takes the wonder of the FF legacy and expands it, allowing you to explore the realm of Eorzea like never before in a Final Fantasy game.
             

              Forge friendships, mount chocobos, and board airships as you and your companions create your own unique stories in Eorzea. Adventure alone or join up with friends to undertake epic quests, battle familiar Final Fantasy monsters, and acquire unique abilities and equipment. All the classic elements from the series that you have come to know and love are waiting! Embark of the adventure of a lifetime to help reforge the fate of Eorzea!","['ARR is definitely the weakest of all expacs, but is well worth playing because of how amazing the other expacs are', 'Up to date so i guess that counts as completed?', 'My favourite game of all time. So much content, incredibly fun solo or with friends.', 'As a whole I loved it. ARR story is weak but it gets better as you progress through the expansions. Lots to love about this, so many things to do. Huge world.', ""not an MMO person but I liked this more than the others I've tried (it has catboys)"", 'When the fuck does this game get good']",6300,1200,871,387
268,Batman: Arkham Origins,,"Oct 16, 2013","['WB Games', 'WB Games Montréal']",3.4,712,330,"['Windows PC', 'Wii U', 'Xbox 360', 'iOS', 'PlayStation 3']","['Adventure', 'Brawler']",Batman: Arkham Origins features an expanded Gotham City and introduces an original prequel storyline occurring several years before the events of Batman: Arkham Asylum and Batman: Arkham City.,"[""The most underrated game, sadly. I don't know why??? The Pre-Rendered cutscenes were iconic, it used the same engine as Arkham City, the Map is like a boost of the last one."", 'If this was a year ago I would have given this a 3 or 3.5 easy. Not the best of gameplays, but a cool story and solid base for a game that was rushed. And while I still like the story and respect that this game was finished at all with its tight deadline, it was way more janky to play than I remembered when I had my last playthrough shortly before the release of The Batman. Just a lot of odd choices being made for a prequel.', 'Brain Trauma Simulator -1', ""Never thought I'd see glue as an ice substitute"", 'My first Arkham game was Asylum and I enjoyed that game for what it was. I was intrigued how they could translate that into the open world format and honestly they seem to have done it quite well in my books. It\'s pretty freeing to glide around and grapple anywhere in Gotham. There are a lot of collectibles and busy work I skipped on but I did some side quests which were actually really great and didnt feel lazy and copy and pasted. Within the open world is the main quest which basically felt the same as Arkham Asylums gameplay with linear level design with a focus on using gadgets to progress, stealth encounters and combat. All of which were balanced pretty perfectly. The combat isnt super deep but it was satisfying. The only thing Asylum has over this game is the story and tone. This games story just wasnt that good in my opinion, part of it was Batmans voice actor change which I wasnt a big fan of due to it sounding ""forced"" if I can describe it but also his characterisation. And some plotpoints that confused me like Bane entering the bat lair, causing the tiniest, miniscule amount of damage and leaving without a word. Not even leaking Bruce\' identity anywhere before he forgets his identity. The plot could\'ve been better but it was\n                     \n                      serviceable\n                     \n                     to the gameplay. Overall while the plot and tone let me down, ultimately the most important aspect, the gameplay was pretty good.', 'terribly underrated. The christmas batman game anyone can enjoy.']",8400,131,1900,696
269,Dark Souls III,,"Mar 24, 2016","['Bandai Namco Entertainment', 'FromSoftware']",4.2,2600,1300,"['Windows PC', 'PlayStation 4', 'Xbox One']","['Adventure', 'RPG']","Dark Souls continues to push the boundaries with the latest, ambitious chapter in the critically-acclaimed and genre-defining series. Prepare yourself and embrace the darkness!","['let the sun shine upon this lord of cinder', 'One of da Best!', 'one of the best abusive relationships i’ve ever been in', 'perfect', 'Long may the sun shine!', 'he dont miss']",21000,905,4600,2400
270,"Zero Escape: Nine Hours, Nine Persons, Nine Doors",,"Dec 10, 2009","['Chunsoft', 'Spike']",4.2,1000,449,"['Windows PC', 'PlayStation 4', 'Nintendo DS', 'Xbox One', 'PlayStation Vita']","['Adventure', 'Point-and-Click', 'Puzzle', 'Visual Novel']","The first game in the Zero Escape series, originally made as a standalone title ""Nine Hours, Nine Persons, Nine Doors"". The Zero Escape rebranding and alternative cover of the game were released around the time of the Sequel ""Zero Escape: Virtue's Last Reward"".
             

              The game is a murder mystery visual novel with a heavy story focus that requires multiple playthroughs to figure out and involves puzzle rooms used to progress through the story with dialogue choices to be made inbetween them.
             

              The iOS version of the game removed the puzzle rooms to focus more on the visual novel aspects of the game. The puzzle rooms are replaced with narration of the events that take place instead. The iOS version of the game also has an exclusive ending.","['JUMPY DID YOU KNOW', ""an absolutely incredible visual novel game. this is a\n                     \n                      must\n                     \n                     play for the DS has some of the most interesting and fleshed out characters i've seen in a visual novel. I think what I really do enjoy about this game is the amount of great uses of philosophical topics and real life travesties to really make a story that keeps me beckoning to find out each and every playthrough. it has it's issues here and there but it has probably one of the DS utilized endings i've ever had the pleasure of playing."", 'My favorite game ever, entertaining until the very end. Before I discovered this game I was mostly only FIFA/ wrestling when it came to videogames. 999 showed the great stories videogames can deliver.', 'I once convinced a teacher that was subbing in for another that the  morpogenetic field was a real scientific concept. I still wonder about him to this day.', 'Best game i have ever played in my life. Aoilight is real', '9 hours 9 persons 9 doors 9/10']",6400,165,1900,1100
271,Baba is You,,"Mar 13, 2019",['hempuli'],4.0,585,334,"['Windows PC', 'Android', 'Mac', 'Linux', 'iOS', 'Nintendo Switch']","['Indie', 'Puzzle', 'Strategy']","Baba Is You is a puzzle game where you can change the rules by which you play. In every level, the rules themselves are present as blocks you can interact with; by manipulating them, you can change how the level works and cause surprising, unexpected interactions! With some simple block-pushing you can turn yourself into a rock, turn patches of grass into dangerously hot obstacles, and even change the goal you need to reach to something entirely different.","['Interesting premise. May revisit when my brain is working at full capacity.', 'A great idea with nice puzzles that gets boring soon.', 'baba sou eu', 'This game made me feel like a genius and like an utter dullard, sometimes within just seconds of each other. Immensely satisfying, funny at times, and the occasional frustration stemming from the difficulty of following the game’s logic.', 'The game is too smart for me. Would recommend.', 'GAME is GOOD\n                     \n                     is\n                     \n                     FUN']",4900,564,2100,1200
272,Watch Dogs,,"May 26, 2014","['Ubisoft Entertainment', 'Ubisoft Montreal']",2.8,638,357,"['Windows PC', 'Wii U', 'Xbox 360', 'PlayStation 4', 'PlayStation 3', 'Xbox One', 'Google Stadia']","['Adventure', 'Shooter']","Set in Chicago, where a central network of computers connects everyone and everything, Watch Dogs explores the impact of technology within our society. Using the city as your weapon, you will embark on a personal mission to inflict your own brand of justice. Chicago's overarching network is known as the Central Operating System (ctOS), and it controls almost all of the city's technology and information - including key data on all of the city's residents.","['Some really shitty missions, the police system is extremely annoying but overall a very fun game with a nice story to complement it.', 'Was fun to mess around on but I never got to beating it.', ""it's fun but Ubisoft said"", 'too penisy for its time', 'Se me hizo intolerable', 'Haha esse jogo era louco!!\n                     \n                     Porém só tenho memórias de ter jogado na infância']",10000,101,1700,411
273,Death Stranding: Director's Cut,,"Sep 24, 2021","['Kojima Productions', '505 Games']",4.2,397,178,"['Windows PC', 'PlayStation 5']",['Adventure'],"From legendary game creator Hideo Kojima comes a genre-defying experience, now expanded and remastered for PS5 in this definitive Director's Cut.
             

              Experience an extended storyline through new missions in an expanded area. Make use of additional weapons and vehicles, take on new enemy types and explore new locations such as the Firing Range and Racetrack, featuring extra missions and minigames.
             

              Stay connected with other players from around the globe.","['o jogo é excelente, o universo que o jogo traz é muito interessante e único, a mensagem que jogo tenta trazer também é muito bem transmitida, as mecânicas do jogo funcionam muito bem também, minha única crítica é com a parte da nave que fica muito mais lento do que eu acho deveria, eu tive que parar de jogar um pouco pra ir jogar outra coisa pq eu fiquei enjoado dessa parte', 'Long drawn out cutscenes, tedious gameplay loop and boring open world made this game miserable for me.', 'Game #50', ""Leave it for Kojima to overdesign a suitcase problem game. Add a bunch of nonsensical exposition and a godawful user interface and you've got a game only someone with Kojima's pedigree can get a pass on."", ""If I had to describe Death Stranding in as few words as possible, I'd use just one: bipolar."", 'Couldn’t get into it']",1600,414,1700,756
274,Assassin's Creed III,,"Oct 30, 2012","['Ubisoft Entertainment', 'Ubisoft Montreal']",3.0,771,343,"['Windows PC', 'Wii U', 'Xbox 360', 'PlayStation 3']","['Adventure', 'Strategy']","The American Colonies, 1775. A brave young warrior fights to save his homeland. But what begins as a struggle over territory turns into an extraordinary journey that will transform him into a Master Assassin—and will forever change the destiny of a nation.
             

              You are Connor, warrior son of a Native American mother and British father. As the colonies draw closer to revolution, you will dedicate your life to the freedom of your clan –becoming the spark that ignites the revolution into full blaze. Your crusade will take you through blood-soaked battlefields to crowded city streets, to perilous wilderness and beyond. You will not only witness history—you will make it.
              
              Welcome to an entirely new chapter in the Assassin’s Creed saga.","['Технологический скачок вперёд + подвезли корабельные сражения. Однако игра суперлёкая из-за боевой системы, это минус.', ""Best thing with this game was hearing Imagine Dragons' Radioactive during the first trailer."", 'This is the first garbage AC and it goes downhill from here', 'INJUSTIÇADO', 'Gamers were not big brained enough in 2012 to understand this game.', 'Presenta un cambio de paradigma en la historia muy interesante y tiene un desenlace en el presente no tan satisfactorio como esperaba pero las partes del pasado son geniales.']",12000,75,1300,437
275,Horizon Zero Dawn,,"Feb 28, 2017","['Guerrilla Games', 'Sony Interactive Entertainment']",3.6,1300,666,"['Windows PC', 'PlayStation 4']","['Adventure', 'RPG', 'Shooter']","Welcome to a vibrant world rich with the beauty of nature – but inhabited by awe-inspiring, highly advanced machines. As a young machine hunter named Aloy, you must unravel the mysteries of this world and find your own destiny.","['An amazingly beautiful world, with fun combat, and a mostly competently written story.', 'Amazing new IP. Beautiful world, and it was a ton of fun slowly learning about the past.', 'The world is truly fuckt if the only hope is redheaded with a bow.', ""One of the most rewarding gaming experiences I've ever had."", 'I was shocked by how much I loved the story - the big reveal is masterfully done and sucked me in. I loved it probably more than most', ""I've played it such a long time ago I don't remember tbh""]",14000,725,4300,1500
276,Danganronpa: Trigger Happy Havoc,,"Nov 25, 2010","['Spike ChunSoft', 'NIS America']",3.5,1100,926,"['Windows PC', 'Android', 'Mac', 'Linux', 'iOS', 'PlayStation Vita', 'PlayStation Portable']","['Adventure', 'Point-and-Click', 'Visual Novel']","In ""Danganronpa"" you'll dive into a series of class trials and expose the lies and contradictions of your classmates in order to find out who's behind each grisly murder. In each trial, you'll have to use the evidence and testimony collected during your investigation to literally shoot down your opponent's assertions. By combining logic and motion, ""Danganronpa"" offers an exciting and unprecedented gaming experience.","[""if this is your favorite I'm going to asume that you don't play many visual novels, if any"", 'mt ruim pqp. tava bom até o segundo caso dps disso fica cansativo de mais. vc não tem q fazer esforço nenhum pra resolver os casos, td mundo é lerdao pra krl e vc tem que ficar lendo 20 diálogos sobre a mesma coisa até os personagens chegarem na conclusão q vc ja chegou meia hr atras. até o ngc de interagir com os personagens no tempo livre nao funciona, os personagens mais legais morrem primeiro e vc pode dar qualquer presente que a reação vai ser a mesma. os poderes não ajudam muito e ganhar intimidade nao muda porra nenhuma', 'this game. IT FUCKING SUCKS. genuinely the worst game I have ever played, thank fucking god some guy actually put themselves through the torture of translating the japanese only psp version so I could emulate it and didn\'t have to pay shit for this dumpster fire of a game honestly maybe it makes sense you have to pay for this because the devs want less people to experience this abomination that people call a """"""game""""""', 'ace attorney if it was bad', ""one of the most fun experiences i've had with a game except the game is bad. this applies to all other danganronpa games as well"", 'u probably reek if you like this game']",13000,318,2000,759
277,Dark Souls II,,"Mar 11, 2014","['FromSoftware', 'Bandai Namco Entertainment']",3.3,913,364,"['Windows PC', 'Xbox 360', 'PlayStation 3']","['Adventure', 'RPG']","The unique old-school action rpg experience captivated imaginations of gamers worldwide with incredible challenge and intense emotional reward.
              
              Dark Souls II brings the franchise’s renowned difficulty & gripping gameplay innovations to both single and multiplayer experiences.
             

              Immerse yourself into mind-bending environments filled with new twisted monsters and deadly bosses that could only come from the imagination of from software. A wide range of threats will prey on human senses & phobias - auditory hallucinations, vertigo, acrophobia, etc.","['Shit game', 'the worst of the souls but a goog game', 'morra 20 vezes tentando chegar no boss para os minions da fase e mate o boss de primeira', 'Infelizmente eu gosto dessa merda', 'Grossly overhated. A fantastic game in its own right', 'Rating: 8.7/10 - Great']",7300,130,1500,907
278,Psychonauts,,"Apr 19, 2005","['Double Fine Productions', 'Majesco Entertainment']",4.0,1300,549,"['Windows PC', 'Mac', 'Xbox', 'Xbox 360', 'Linux', 'PlayStation 4', 'PlayStation 3', 'Xbox One', 'PlayStation 2']","['Adventure', 'Platform']","A Psychic Odyssey Through the Minds of Misfits, Monsters, and Madmen. This classic action/adventure platformer from acclaimed developers Double Fine Productions follows the story of a young psychic named Razputin.","['Great creative adventure, unique art, fun concepts', ""I can see how this game was novel in 2005 because there was really cool level design. But it hasn't aged great and I just couldn't keep force myself to get through the frustrating aspects of the game. I did end up watching the story to prepare for Psychonauts 2"", 'This game despite what the media tells you, is NOT racist.', ""A bad platformer held up only by it's brilliant level ideas and Tim Schafer's writing. Not something I'd want to replay, I hope the sequel and VR games are better."", 'tavam duros tadinhos :(', 'The premise and the wackiness still stand out, but boy the writing has not aged well.']",7600,402,4500,1300
